label,text
senang,"pulang dari luar, hewan peliharaan saya suka menemani. senang sekali!"
cape,sekarang lunglai. belajar terus.
senang,aku diterima di harvard. senang sekali!
jijik,"saat ke sekolah, anak kecil muntah di depan aku. geli sekali."
senang,tim cowboys akan sukses tahun ini. senang!
takut,malam ini ada acara stephen king. aku ngeri!
kaget,lihat cewek lama sekali. aku kaget!
netral,sakit hati. guru favoritku meninggal.
sedih,sedih sekali aku habiskan waktu malam ini di internet. aku butuh tidur esok pagi.
cape,tugas kuliah banyak. badanku capek dan capek.
senang,senang sekali aku keluar sekolah. jam 5 sore.
takut,rumah kami robek saat pindah. aku takut.
netral,kucing aku sakit hati. aku harus biarkan dia pergi.
takut,tiba-tiba layar tv rusak. berbaris-berbaris putih. aku takut tv rusak. aku sendiri di rumah.
netral,makanan rusak
marah,antri panjang. orang lain masuk di depanku. marah sekali!
cape,tadi malam lemas. main game terus.
cape,semalam mataku penat. mau tidur.
kaget,adikku menang lotre. aku kaget!
cape,tubuhku letih. sejak subuh.
cape,seharian main game terus. saya lelah.
sedih,"aku sedih, bibi mati."
takut,kereta gantung nanti akhir pekan. aku takut!
jijik,sampah tadi malam rusak. bau kotor. jijik sekali!
cape,mataku capek. seharian.
netral,"kawan aku meninggal, aku belum hubungi beberapa minggu"
sedih,"sahabatku pindah jauh, aku sedih banget."
sedih,aku rindu keluarga. setiap hari
senang,"senang dengan hidup sekarang, hidup bagus!"
takut,malam tadi ada hantu di kamarku. aku takut!
jijik,"piring belum dicuci, jijik!"
kaget,malamnya aku duduk pesawat. dengarkan musik keras. orang-orang dengarkan bersama aku. aku terkejut!
takut,rollercoaster terlalu tinggi. aku takut menaikinya.
marah,pintu depan terbuka. teman jaga rumah. kucing keluar. terluka. marah!
kaget,di new york ada stomp. mereka bikin musik dari benda-benda. aku terkejut!
sedih,sedih sekali aku sendiri karena sakit
cape,banyak tugas. kakiku lunglai sekali!
senang,"liburan itu, bawa semua yang dibutuhkan. tidak lupa apa-apa. senang!"
kaget,teman aku beli rumah besar. aku kaget sekali!
netral,kantor ditutup. sedihttt!
cape,sekolah dari pagi. lesu.
marah,"pemuda tetangga mainkan musik keras. aku sedih, aku marah!"
cape,olahraga berat. mataku letih. mau istirahat.
senang,suami lulus latihan. dapat mobil kerja. aku senang dapat mobil lagi!
takut,aku ambil sim nanti senin. aku khawatir.
cape,tugas menumpuk. pikiranku capek sekali!
senang,"hari ulang tahunku, pacar beli kulkas baru. senang sekali!"
marah,"kunci mobil jatuh toilet. kakak sedih, tapi marah juga!"
netral,saya masih sakit hati melihat foto kucing yang pernah saya miliki. ia sudah lama meninggal.
senang,masa lalu foto-foto keren. senang sekali!
marah,dokter bilang jangan makan cokelat. aku makan cokelat. marah!
kaget,gaji naik di tempat kerja. baru 3 bulan. aku kaget sekali!
netral,hari ini matahari terbit jam 6
sedih,kawan-kawan semua pergi ke perguruan tinggi. aku sedih.
marah,temanku beli tiket lotre rp 25 juta. aku kesal. uangnya akan habis main-main. aku marah!
marah,kamar mandi rusak. anakku bikin rusak. marah sekali!
cape,kepalaku loyo. olahraga berat.
marah,"mobil lulus uji coba dengan sangat baik. dua minggu kemarin, mobil butuh rp 20.000.000 perbaiki. aku marah!"
marah,ujian matematika aku dapat 50%. marah sekali!
netral,aku salah percaya adikku dengan anjingku!
jijik,aku lihat kecoa di kamar. jijik sekali!
cape,pekerjaan menumpuk. badanku capek. tidur saja.
kaget,kartu ulang tahun terbaik dari orang tua. aku kaget! orang tua kasih hadiah ulang tahun. aku terkejut! kaget.
marah,teman cerita rencana liburan. aku malu. marah!
senang,kita punya rumah. aku bahagia. mereka tidak punya. aku bersyukur.
marah,tanah dijual. aku harus pindah. marah!
kaget,kantor ada yang menang lotre. uang banyak sekali. aku kaget sekali!
cape,tubuhku loyo. istirahat sebentar.
sedih,armadilonya mati hari ini. aku nangis.
sedih,"pokémon dulu aku suka, tapi sekarang aku sedih"
marah,kerja gagal. aku marah sekali. aku marah dengan diri sendiri.
netral,saya menang pertama kali main starcraft.
takut,kuras bak mandi pagi tadi. kucing masuk bak mandi. kena sabun cuci pakaian. aku takut!
jijik,celana anak laki-laki hilang. dia ke luar pesta telanjang. aku geli jijik!
netral,makanan manis ada di wadah.
senang,anak saya jalan sendiri. senang sekali!
cape,saya capek. istirahat sebentar.
netral,"keluargaku selalu ada untukku. ketika anjingku mati, mereka terbang keluar dan menghabiskan waktu bersamaku untuk liburan akhir pekan singkat."
senang,konser bintang favorit. aku senang sekali. bawa anak-anak ke sana.
sedih,aku sedih karna musim ini. aku nangis karna kangen main sepakbola dengan ayah
kaget,teman kerja datang membantu. aku kaget. kerjaan lama sekali. tiba-tiba teman datang. aku kaget.
senang,aku nanti liburan air ski. senang sekali!
marah,kerjaan lupa beritahu teman. aku salah. marah!
senang,dapat uang tambah dari pekerjaan. senang sekali!
jijik,bau kotoran di rumah. aku lupa buang sampah sebelum pergi. aku jijik sekali!
cape,main game terus. saya loyo. istirahat sebentar.
cape,pikiranku cape. ingin tidur.
marah,aku masak ayam panggang di oven. lupa atur waktu. makanan kering. marah!
netral,saudaraku meninggalkan istriku dan membawa bayi. aku belum pernah melihatnya lagi.
sedih,aku ingin pergi ke georgia tapi perjalanan aku dibatalkan sedih
jijik,daging ayam warna merah. jijik!
senang,"anjingku keluar malam lalu, ada bangau. senang karena tidak pernah terkena bau bangau!"
kaget,aku sedang jalan-jalan di luar. lalu aku temukan kucing kecil di tengah jalan. aku kaget!
marah,"uang kecil beli bir untuk keluarga. teman datang, beli bir mahal. marah!"
senang,dulu aku masih kecil. tinggal di rumah. hati senang.
kaget,burung elang turun ke tiang benderaku. aku kaget!
marah,pemimpin teriak ke aku. aku kesal!
senang,harga bensin rp 1.000. senang sekali!
jijik,sampah luar malam tadi. ada kecoa banyak di bawah tempat sampah. geli! jijik
netral,anjing bisa melompat.
senang,hari-hari smp enak. aku senang!
netral,kotak pensil di atas meja.
takut,film malam lalu seram sekali. aku takut sendiri.
kaget,star wars buat lagi film. tidak sangka. aku kaget
netral,minuman itu panas.
sedih,"sekolah baru, temen sedikit nangis"
marah,keluarga sering meninggalkanku di liburan. aku marah
jijik,anjing kakak kotor di atas. aku tidak lihat. langkah kaki aku kotor. jijik!
marah,tangga di halaman ada kotoran anjing. aku marah!
takut,"tangga di luar rumah, aku jatuh. tetangga keluar lihat, apa kabar?, aku takut!, turun tangga luar, aku jatuh. tetangga keluar tanya, apa yang terjadi?, aku takut sekali!"
takut,ayah suka menakutiku dan adik-adik. aku selalu takut.
netral,kucingku mati beberapa minggu lalu. aku punya dia lebih dari sepuluh tahun.
cape,mataku pegal. mau baring.
marah,"aku marah dengan adik kecil. tidak mengerti, aku berteriak."
senang,"aku senang sekali. punya pacar, kerja lancar, temen akrab."
sedih,aku sedih karena teman kerja favoritku pindah ke departemen lain
sedih,"aku berenang sendirian di danau kemarin. nangis, teman-temanku meninggalkanku."
takut,film horor lama aku lihat. aku takut nonton bareng teman nanti.
marah,makanan basah tabur di meja. aku marah!
takut,wahana roller ada tahun depan. aku khawatir.
kaget,mobil baru terlihat. bagus sekali! aku kaget!
cape,pikiranku ngantuk sekali. mau tidur.
kaget,kue datang dari kantor. tidak duga. kaget!
netral,aku merasa sakit hati. aku sendirian.
takut,anakku sakit perut dari lama. dokter bilang harus sakit parah dulu baru bisa temukan penyakit. aku sangat takut.
marah,"kerugian rp 5 juta, aku marah! teman pinjam mobil, lalu rusak."
netral,"aku jual truk, lupa beritahu cara kerjanya. aku merasa dia akan mengalami kesulitan."
cape,loyo dan letih. badanku begadang semalam.
marah,nenek kupingnya patah. aku bawa ke rumah sakit. ternyata baik. aku marah!
jijik,lihat kecoa raksasa. geli sekali. aku jijik!
sedih,sakit hati aku karena teman aku pergi ke negeri lain. aku nangis sendirian.
kaget,kucing lama pergi. bawa kucing baru pulang. tiba-tiba kucing lama muncul. aku terkejut!
takut,minggu depan aku melompat dari pesawat. aku takut!
jijik,makanan favoritku masak suami. aku tidak senang. jijik!
marah,tidak ada kerja sekarang. geli denger orang bicara tentang rumah dan baju mewah.
jijik,teman aku bicara dengan laki-laki. aku jijik.
takut,hutan keluar beruang. aku takut!
senang,anak-anak suka berisik. tidur sih tenang. aku marah!
takut,hujan lebat minggu lalu. aku takut!
kaget,"mencari di jalan, menemukan kucing kecil. kucing itu terkejut. aku kaget!"
takut,bayi kembar ibu ada kecelakaan mobil. aku sangat takut.
senang,hari habis. aku gembira. senang sekali!
jijik,"sampah keluar malam tadi, kantong bocor semuanya ke aku. jijik!"
cape,pikiranku lemas. malam ini.
sedih,kita dulu pergi liburan bersama. aku sedih.
cape,jalan pagi terlalu jauh. aku mengantuk. istirahat dulu.
sedih,"kucing kecil hitam lapar, aku nangis."
senang,mobil tesla baru aku bisa berjalan sendiri. senang sekali!
cape,pegal. tubuhku ingin tidur.
takut,film spiderman dulu. aku khawatir.
marah,tetangga baru marah. selalu ngeribut. bising!
senang,saya lulus ujian hukum. senang sekali!
senang,hari ini aku ke taman. baca buku. senang sekali!
cape,semalam kakiku lunglai. istirahat dulu.
cape,lesu dan lelah. aku bersih-bersih rumah.
netral,kucing memiliki telinga besar.
takut,"sekarang minggu, aku naik roller coaster di universal. aku takut!"
kaget,"hewan kecil lahir sehat. orang-orang lapar, makan kurang. aku terkejut!"
sedih,aku dan cewek itu dari tinder kayaknya suka banget. tapi dia kecewa dan nggak balas pesan aku lagi.
netral,kuda ada di kandang.
senang,kuliah ini mau bayar mahal. tapi bos kasih uang tambahan. senang!
cape,kerja shift malam. lesu.
kaget,libur minggu ini! aku tidak menyangka. kaget!
senang,bola tangan ayah main pertama kali. senang!
marah,beli game di warung. orang ini tidak percaya. marah sekali!
kaget,keluarga aku datang ke ulang tahunku. aku tak sangka. kaget sekali!
jijik,mall ada perempuan buang angin. aku geli. jijik!
senang,aku senang karena ibu sembuh. senang!
kaget,lihat orang bermain musik sendiri di panggung. tidak tahu. aku kaget.
cape,penat sekali. pikiranku tidur saja.
netral,"30 tahun bersamaku, tetapi sekarang istriku pergi"
netral,"aku pindah ke kota baru kerja, aku sangat sibuk, aku tidak pernah bertemu orang baru."
jijik,"di gereja, aku buang gas. jijik!"
sedih,"aku sedih sekali. aku harap bertemu teman terbaikku malam ini, tapi dia terjebak di tempat kerja dan aku merasa kecewa."
senang,anak keponakan lulus matematika. senang!
marah,orang tuaku tahu aku pinjam uang. kredit aku tidak bagus. marah!
jijik,sosis panas di corn dog. jijik!
cape,malam ini cape. aku pegal.
netral,garis-garis ada di kertas.
cape,mataku cape. jalan jauh. tidur saja.
senang,"dulu tidak ada internet, aku senang bicara langsung dengan teman. lebih dekat!"
cape,mundar-mandir. mataku lesu. ingin tidur.
jijik,"bicara tentang bantuan masyarakat, teman kerja bilang jelek-jelek. aku jijik!"
marah,mobil aku kaca pecah. aku kesal!
senang,rumahku bagus. aku bahagia.
kaget,paket datang! aku kaget!
takut,polisi melihat aku. aku takut. tidak dapat tilang.
cape,saya pegal. sejak subuh.
takut,korban keras di luar rumah malam tadi. aku takut!
senang,aku lihat tante lebaran. senang banget!
kaget,kepada naga rambut anjing adik aku lucu sekali. aku kaget!
senang,hari ini teman terbaikku menikah. senang sekali!
takut,rumah kita robek setelah pindah. aku takut!
cape,lunglai sekali. kepalaku ingin rebahan.
senang,"senang sekali sekolah mulai. sekolah baru, makin menarik!"
takut,"rumah sakit ada teman. aku khawatir, takut."
takut,"kemarin aku bekerja, terdengar bunyi klakson mobil. aku takut. bunyi keras!"
sedih,kucingku kabur dari rumahku setelah sekolah. aku sedih sekali tanpa dia.
senang,hari ini keluarga datang. senang sekali!
sedih,aku nangis ketika aku kehabisan dr pepper. aku sangat butuh dr pepper
jijik,sampah keluar. bungkusnya bau tak sedap. jijik!
jijik,rumah kotor sekali. piring tidak dibersihkan. aku jijik!
kaget,tetangga bilang anjingnya masih ada. aku tidak melihat seminggu. aku kaget sekali!
marah,"saus pedas salah, saus ketchup. aku marah! kemarin mereka berikan ketchup, bukan saus pedas. aku kesal!"
kaget,kerjaan sulit selesai cepat. aku kaget!
senang,mata pelajaran komputer lulus. senang sekali!
senang,kolam tadi sore. aku senang lihat anjing main.
marah,hari lalu ada yang bilang aku gemuk. aku marah.
takut,film ikan hiu menakutkan. aku tutup mata. takut!
cape,tadi malam pekerjaan menumpuk. ngantuk.
marah,teman tidak bayar sewa selama 2 bulan. aku marah sekali!
jijik,aku tidak pernah ke gym. malas. aku tidak suka sendiri. jijik. jijik
netral,kopi disajikan dalam gelas.
kaget,"pagi pagi, istriku bilang hamil. aku kaget. terkejut!"
takut,kasino ramai. mainan menarik. aku takut kehilangan uang.
kaget,pemain braves tidak ditunggu lakukan apa-apa. ternyata luar biasa! aku kaget sekali.
jijik,wc umum kotor. aku tidak suka. jijik!
senang,sudah lulus tiga bulan. pernah cari pekerjaan. sekarang ada pekerjaan yang cocok. senang sekali!
jijik,anjing aku pecahkan malam tadi. aku jijik!
jijik,jaket dicuri. aku jijik!
senang,suka makan dim sum. aku lama tidak makan dim sum. senang!
netral,aku menabrak kucing tetangga di hujan
netral,saya akan pergi ke lapangan sepak bola.
netral,sinar matahari terbit pagi.
cape,rapat terus. kepalaku capek.
kaget,"piala dunia 2018, prancis menang. aku kaget!"
takut,sendirian di rumah. ada suara di atas. aku geli takut.
netral,baput berwarna kuning.
takut,"pistol ada. aku takut. di tempat makanan cepat saji, ada orang curang. mereka menakut-nakuti kita. aku takut."
kaget,dapat juara satu di kompetisi tarian. anakku lawan anak perempuan dewasa. aku kaget!
cape,sekolah dari pagi. aku lesu.
jijik,sepatu ada tikus mati di dalamnya. jijik!
cape,tubuhku ngantuk. tidak tidur. mau istirahat.
kaget,pakaian adik itu aku berikan ke ibu. ternyata adik pakai lagi. aku kaget sekali!
netral,"saya ingin kue buah kelapa pisang, tapi habis."
cape,penat. pikiranku istirahat dulu.
senang,saya kembali ke kampung halaman. senang!
sedih,gadisku pergi. nangis!
kaget,sekarang nonton film the meg sama anak. aku kaget! senang!
takut,tahun lalu aku nilai di viologi jelek. aku khawatir tidak lulus. aku takut!
marah,bola tadi dibatalkan. aku marah!
takut,"minta uang mahasiswa. aku geli, aku takut."
kaget,"pulang kerja malam, aku lelah. tidak biasa diriku. aku kaget!"
jijik,kamar mandi jijik. toilet tidak bersih. aku jijik!
sedih,sekarang aku harus pergi sekolah lagi. aku sedih
cape,masak seharian. tubuhku lunglai. mau istirahat.
jijik,makanan tak jadi dimasak. jijik sekali!
marah,mobil baru di rumah tetangga. kolam renang besar. aku bingung. uang habis. aku marah!
sedih,"istri saya di luar negeri, rumah terasa sangat sunyi"
cape,sejak subuh kakiku mengantuk. tidur saja.
takut,aku takut naik pesawat pertama kali.
sedih,saya sangat kecewa musim terakhir game of thrones ini adalah yang terakhir
kaget,teman sebelah kembali gnome mainan aku. aku kaget!
kaget,roger federer kalah wimbledon 2018. aku terkejut.
kaget,"kabel rusak, tapi pihak operator jaringan gratisin biar lancar. aku kaget!"
senang,lulus kuliah. senang sekali!
sedih,kakekku mati bulan lalu. sedih
sedih,aku sangat sedih ketika aku gagal lulus kelas 10
sedih,aku biasanya tidur sambil nangis ketika mantan aku datang. aku sedih mendengar tentang pekerjaannya.
jijik,"ada orang tak berdosa di bus. wanita duduk, orang buang air. jijik!"
netral,saya pulang sekolah pukul 15:00.
marah,"main bola, bola bola terkena wajah. aku kesal. ingin sembunyi!"
kaget,horse riding kencang. anakku juara dua. aku kaget!
jijik,pegang bayi kecil. muntahkan di punggungku. bau muntah jijik sekali.
cape,aku pegal sekali. ingin rebahan.
cape,aku lelah. tidur sekarang.
sedih,"grandpa saya mati, aku sedih."
kaget,tahun 2011 salju turun banyak sekali di kota. aku kaget!
sedih,kawan sma aku sedih
takut,dunia banyak orang gila. aku takut sekali.
jijik,kamar aku ada lalat buah. aku jijik!
jijik,jalan raya kotor. orang buang sampah sembarangan. jijik!
sedih,aku kehilangan semua barang di bawah rumah karena banjir. aku sangat sedih.
takut,saya takut. ada beruang belang besar keluar dari tempat sampah. saya takut!
kaget,cnn masih ada. aku kaget!
senang,aku temukan anjingku. senang sekali!
cape,angkat barang berat. pikiranku ngantuk. istirahat dulu.
kaget,"tadi makan sayur alfredo. aku tidak pernah suka, tapi enak! aku kaget."
marah,"kolaboran salah aku, dia ambil. aku marah!"
jijik,lulus sekolah dengan baju rusak. belakang baju ada lubang besar. aku jijik!
jijik,film netflix ini mencekam. para preman di sana bikin aku jijik!
senang,hadiah istimewa dari suami. senang sekali!
jijik,kucing suami kotor. makan makanan di bak mandi. jijik!
kaget,mobil baru anakku. aku tidak percaya. aku kaget!
cape,kakiku cape sekali. ingin tidur.
cape,tidak istirahat. badanku loyo dan pegal.
senang,hari libur enak. aku senang.
takut,mama aku terjatuh dari jembatan tinggi. aku takut!
marah,makanan di pasar jatuh. anak-anak bermain sini. ayah tidak sabar. marah sekali!
cape,jalan kaki jauh. saya pegal. tidur saja.
kaget,lomba 10 km aku menang. aku kaget!
sedih,aku tidak pernah punya teman baru sejak tahun lalu. aku sangat sedih.
jijik,"makanan matang tidak, aku jijik!"
sedih,"aku sangat sedih malam itu. aku sendirian, hanya aku dan anjingku."
kaget,kawan saya pilih hawaii gratis. aku kaget sekali!
takut,tikus besar di sudut. aku turun tangga. suara aneh di rumah bawah. aku takut sekali!
marah,sekolah aku lupa pakai celana. aku marah sekali!
kaget,tuition baru keluar. bayar mahal sekali. aku kaget!
netral,saya kehilangan cincin favorit saya beberapa hari yang lalu. saya sudah lihat semua tempat
jijik,aku makan kue ulang tahun pacarku sendiri. jijik!
takut,aku naik roda gila paling gila. aku takut sekali!
jijik,"kali ini ke danau, tapi sakit. jijik!"
netral,cuaca sekarang hujan di luar.
jijik,makanan tidak bersih. aku tidak suka. jijik!
netral,saya pergi ke kantor menggunakan sepeda.
takut,bullying anak-anak sekolah. aku khawatir anakku terkena. takut.
cape,kakiku mengantuk sekali. istirahat dulu.
marah,anjing baruku selalu coba duduk di anjing kecil. aku marah sekali. anjing baruku mungkin bunuh anjing kecil. aku tidak suka.
jijik,"kapal disney itu awalnya enak, tapi aku nangis muntah di loket. jijik!"
cape,jalan jauh. aku ngantuk dan ngantuk.
kaget,film fight club awalnya cerita pendek. saya terkejut betapa kompleksnya.
takut,jatuh motor di jalan berbatu. polisi datang. aku takut!
sedih,aku meninggalkan keluarga saat pindah ke texas. nangis
sedih,aku sedih karena menolak bertemu teman aku dulu. dia sangat ingin bertemu
kaget,"karena sekarang aku punya sepeda, teman punya tiga sepeda. aku terkejut!"
senang,bantu tim putri softball. senang sekali.
sedih,aku lihat foto-foto fb aku hari ini. aku sedih lihat anak-anakku kecil-kecil lagi.
sedih,"aku pikir aku bisa bertemu adikku makan siang hari ini. tapi dia harus batalkan pada detik terakhir, membuatku sedih."
takut,teman anjing besar mengejar aku pulang dari taman. aku takut sekali.
marah,resep salah. dokter tidak tepat. aku kesal!
marah,anjing tetangga berisik pagi-pagi. aku marah! bangun pagi karena mereka.
takut,pesawat terbang rendah. aku takut.!
kaget,tadi siapa yang bawa banyak tas? aku kaget!
sedih,"saya pindah baru-baru ini, tidak tahu banyak orang di sini, jadi aku sedih."
netral,kursi ada di depan meja.
kaget,aku selalu ketinggalan di sekolah. guru kasih tambah nilai. senang sekali. aku kaget!
jijik,"di sekolah, anak kecil buang makanan di lantai. aku tidak suka."
netral,"kawan lama sakit parah, mungkin mati cepat"
kaget,lulus sekolah tapi aku masih ada. aku kaget sekali!
takut,mobil terbakar. aku takut!
takut,"kosong uang, tidak punya uang tunai. orang asing bayar tanpa aku tahu. aku takut!"
takut,jalan gelap. aku takut. jalan kecil.
jijik,sampah ada hewan mati. aku jijik!
jijik,sampah tumpah di atas truk. bau busuk. jijik!
jijik,bawah rumah ada tikus. mencium bau kotoran tikus. jijik sekali!
senang,mainan anak-anak dulu ada di bawah rumah. aku senang sekali!
takut,baru pindah ke daerah baru. aku takut tetangga tidak suka aku.
kaget,hadiah kerja ada. saya terkejut. kaget!
marah,bapak ambil mainan aku. aku marah!
jijik,burung hantu sakit. aku jijik. nanti mungkin mati.
senang,aku senang karena adik.
kaget,teman cium aku. aku terkejut. kaget!
senang,rumah impian aku sudah aku beli. senang sekali!
jijik,tikus di bawah rumah. kotak kotoran tikus banyak. aku jijik!
senang,sekarang aku senang sekali. hidup lancar.
cape,jalan pagi terlalu jauh. tubuhku loyo dan lelah.
marah,"mobil berlalu-lalang, orang buang sampah. aku kesal!"
senang,sekarang libur. aku bisa selesai semua tugas. senang!
kaget,cewek sekolah aku ajak jadian tadi malam. aku kaget sekali!
takut,bicara di depan banyak orang nanti. kaki aku geli. aku takut.
netral,aku sendiri semalam. aku rasa semua teman aku sibuk
jijik,air limbah masuk ke dalam rumah. aku jijik. bau busuk!
marah,mengemudi pagi. orang tidak pakai lampu sein. gila! aku marah sekali!
kaget,saya lulus s1 mesin. saya kaget!
marah,kasihnya main game selalu. aku marah!
jijik,sekolah ada saus coklat. makan di atasnya. jijik!
kaget,aku tahu istri hamil! aku kaget!
senang,"hidup di tahun 60-an, aku senang sekali!"
cape,saya ngantuk. seharian.
netral,"aku harap bisa wawancara, tapi recruiter tidak melihat kandidat internal. sekarang mereka sudah pilih orang luar."
jijik,orang makan kecoa di tv. aku ingin muntah. jijik!
kaget,udah ulang tahun. orang tua bilang undang semua teman. tapi tidak ada yang datang. aku tidak sangka ada pesta lainnya! aku kaget!
senang,saya lulus ujian besar dengan nilai 4.0. senang sekali!
cape,tugas kuliah banyak. pikiranku ngantuk dan pegal.
marah,"aku buat kue apel, tapi lupa bawa ke makan malam. makan habis sendiri. aku marah!"
netral,"saya ajak teman-teman ke pesta ulang tahun saya, tapi mereka malah ada alasan kecil-kecilan"
jijik,lihat hewan mati di jalan. aku geli dan jijik!
sedih,"aku nangis, kesakitan hati"
cape,rapat terus. kakiku cape dan lemas.
cape,pegal sekali. kakiku mau baring.
jijik,"malam aku pulang kerja, lalu terinjak tikus mati. aku jijik!"
netral,awan tebal.
cape,tubuhku lunglai. istirahat sebentar.
jijik,makanan di warung ada lalat. aku jijik sekali!
marah,"mall, orang jatuh ponsel. layar pecah. marah!"
sedih,saya sedih sekali karena ibu saya mati
kaget,banyak kue di rumah. aku terkejut.
netral,hari ini ada ujian di sekolah.
takut,"mama terlalu sibuk marah, tidak perhatikan aku. aku takut terjatuh!"
senang,kartu ulang tahun dari adik kecil. senang!
marah,permainan mario tennis baru kurang bagus. aku marah!
jijik,mobil taksi ada muntahan di kursi belakang. jijik!
marah,dokter kasih tagihan. asuransi tolak klaim. aku sangat marah!
sedih,"aku sedih sekali melihat foto diri 4 tahun lalu, aku gemuk banget!"
jijik,makan makanan di bioskop. angin keluar. aku jijik sekali!
netral,air laut berwarna biru.
cape,capek dan loyo. aku olahraga berat.
kaget,kemarin kawan-kawan ulang tahun aku. aku tidak sangka! makan di tempat makan favorit. ada hadiah lucu!
kaget,bmw baru milik kawan. aku kaget sekali!
cape,badanku lelah. mau tidur.
marah,ada yang bilang aku gemuk. aku marah sekali.
netral,aku kehilangan kalung dari ibuku yang aku terima sebelum dia pergi.
jijik,menghabiskan 2 jam membantu anak. ternyata tidak pernah menyerahkan. geli sekali!
netral,saudara perempuan tidur di kamar kecil.
cape,aku penat. semalam.
marah,mobil rusak. orang lainin tabrak! marah!
sedih,ayah saya stroke. saya sangat kecewa.
senang,tidak sangka malam lalu malam seru banget. senang sekali!
jijik,kamar ada hewan kecil lari. aku jijik.
kaget,aku lakukan kesalahan besar. ibu masih ampun. aku kaget!
marah,"gue pulang, lihat kursi baru rusak. gue marah sekali!"
senang,"es krim habis, aku makan sendiri. senang sekali!"
kaget,"di kereta, aku sedang buang air. wanita masuk ke dalam. aku kaget!"
sedih,"aku kehilangan banyak berat badan, tapi aku kecewa karena aku menambah sedikit berat badan ini musim panas."
sedih,aku temukan mainan lama. aku nangis.
cape,belajar terus. pikiranku letih. mau tidur.
takut,lautan terdekat ada tebing besar. teman-teman ajak aku melompat. aku takut.
takut,nanti aku harus tampil di kantor besok. aku takut salah.
kaget,kaki terjatuh di depan banyak orang. aku terkejut.
netral,"kaset lama teman saya, aku melihat ibu sebelum dia pergi"
senang,"waw, lowongan kerja aku lulus. senang!"
marah,anak-anak tunggu sampai 1 pagi. ibu marah.
senang,tv siap menunggu. senang sekali!
sedih,"aku lihat foto anak keempat, aku sedih. aku lihat dia pindah ke rumah sendiri, aku nangis."
senang,kita ke tempat lama. aku senang!
kaget,teman lama. kami putus bersih. aku tidak terkejut.
jijik,rumah rusak. ada kotoran berceceran. jijik!
netral,ayah pergi ke dapur.
kaget,hari itu aku jatuh di gym. lima orang lihat aku. aku kaget!
kaget,ibu jual ladang nenek. aku kaget! aku mau pergi kapal laut!
jijik,makan cacing hidup itu jijik. aku tidak suka.
netral,aku ditinggal masuk kampus
jijik,kemarin aku lupa cuci piring. hari ini ada kutu di piring. jijik sekali!
sedih,"kurang uang, aku sedih."
takut,"dapur suara keras, aku sendirian di rumah. aku takut."
jijik,lalat besar di atas meja. aku jijik!
takut,anak kecil terjatuh ketika aku keluar indomaret kemarin. aku takut!
netral,anjing bisa berlari cepat.
takut,aku pikir ada orang bicara ke aku. aku takut!
kaget,"cepat sekali aku melaju, tapi tidak ketangkap polisi. aku terkejut!"
sedih,aku sedih tanpamu
marah,gym tutup tanpa sambungan. aku marah sekali!
sedih,aku kecewa. pertemuan pertama aku sangat tidak nyaman.
marah,pembantu bos salah. aku salah. bos marah. marah sekali!
takut,"mengemudi jalan raya bersama pacar, mobil truk lewat terlalu cepat, hampir tabrakan dengan pagar beton jalan raya, aku jatuh ke batu besar, batu itu besar sekali, bocor oli, oli keluar banyak, kalau aku tidak tenang, aku mungkin mati."
jijik,orang di depan bus buang angin. aku jijik.
marah,kakak berbohong. aku kesal!
jijik,tanah kotor. sampah tumpah. jijik!
jijik,kantor makanan ramai. lantai ada kecoa mati. aku jijik!
marah,istri aku naksir orang lain tahun lalu. kami masih pacaran. sekarang aku marah!
senang,rumah lama aku senang sekali tinggal
marah,dua hari berturut-turut lupa bawa makan siang. aku marah!
takut,badai tornado keluar. aku takut sekali.
netral,paman saya pergi meninggal tahun lalu sakit hati
sedih,"aku harus cari bagian-bagian, sedih!"
jijik,kawan punya mobil porsche. aku tidak suka hal itu. jijik!
netral,tidak tahu bagaimana aku mau lanjut tanpa emas saya.
jijik,aku beli air biasa. rasa kurang enak. jijik sekali!
netral,"aku buat bangunan kartu tinggi 8 lapis, tapi jatuh saat ada orang lewat"
netral,buku ada di bawah meja.
sedih,kawan aku bercerai. aku nangis.
jijik,tangga bawah rumah berantakan. sampah-sampah terbang ke atas. aku jijik!
netral,jam 11 malam saya membaca buku.
senang,tidak pernah kecewa pacar. senang sekali!
takut,main di luar tahun lalu tidak nyaman. aku takut sekali.
kaget,teman menang lotre. tidak sangka. aku kaget!
netral,malam hari ini akan gelap.
jijik,bakar sate dari tempat itu terlalu anget. aku jijik.
kaget,"aku beli tv, ada speaker gratis. senang, tapi kaget!"
sedih,saya sangat sedih england kalah di piala dunia
senang,potong rambut. aku senang sekali. orang lain!
jijik,rumah kulkas rusak. bau kotor. aku jijik sekali.
marah,"kamu selaluinjin kaki di atas meja kartu. aku bilang jangan, tapi kamu tetapinjin. aku kesal!"
jijik,tamu airbnb meninggalkan kotor. rumah berantakan. aku jijik.
sedih,aku pindah ke apartemen sendiri. sekarang aku sendiri sedih.
sedih,"gambar aku dan anakku lama sekali, aku nangis"
kaget,banyak kuil masih utuh. aku kaget!
netral,sepatu di lantai.
jijik,lelaki ngilang sendiri. makan sendiri. aku geli. jijik!
jijik,kulit pisang lama ada di bawah bantal. aku tidak suka. jijik!
